48.05	6.907	1
61.596	7.107	1
85.804	4.606	1
148.753	6.606	1
189.561	3.804	1
199.939	9.994	1
229.403	5.806	1
242.283	5.89	1
252.661	10.094	1
303.297	6.791	1
315.477	4.203	1
339.267	9.093	1
354.334	9.192	1
380.527	5.589	1
403.502	7.491	1
451.301	8.893	1
467.919	6.606	1
482.883	8.693	1
532.586	9.593	1
